@RELATION RapidMinerData

@ATTRIBUTE 'ATCH1' real
@ATTRIBUTE 'ATCH2' real
@ATTRIBUTE 'ATCH3' real
@ATTRIBUTE 'ATCH4' real
@ATTRIBUTE 'ATCH5' real
@ATTRIBUTE 'ATCH6' real
@ATTRIBUTE 'ATCH7' real
@ATTRIBUTE 'ATCH8' real
@ATTRIBUTE 'ATCH9' real
@ATTRIBUTE 'ATCH10' real
@ATTRIBUTE 'DIPV_X' real
@ATTRIBUTE 'DIPV_Y' real
@ATTRIBUTE 'DIPV_Z' real
@ATTRIBUTE 'DIPMOM' real
@ATTRIBUTE 'ESDL1' real
@ATTRIBUTE 'ESDL2' real
@ATTRIBUTE 'ESDL3' real
@ATTRIBUTE 'ESDL4' real
@ATTRIBUTE 'ESDL5' real
@ATTRIBUTE 'ESDL6' real
@ATTRIBUTE 'ESDL7' real
@ATTRIBUTE 'ESDL8' real
@ATTRIBUTE 'ESDL9' real
@ATTRIBUTE 'ESDL10' real
@ATTRIBUTE 'NSDL1' real
@ATTRIBUTE 'NSDL2' real
@ATTRIBUTE 'NSDL3' real
@ATTRIBUTE 'NSDL4' real
@ATTRIBUTE 'NSDL5' real
@ATTRIBUTE 'NSDL6' real
@ATTRIBUTE 'NSDL7' real
@ATTRIBUTE 'NSDL8' real
@ATTRIBUTE 'NSDL9' real
@ATTRIBUTE 'NSDL10' real
@ATTRIBUTE 'DWVOL' real
@ATTRIBUTE 'SURF_A' real
@ATTRIBUTE 'MOFI_X' real
@ATTRIBUTE 'MOFI_Y' real
@ATTRIBUTE 'MOFI_Z' real
@ATTRIBUTE 'PEAX_X' real
@ATTRIBUTE 'PEAX_Y' real
@ATTRIBUTE 'PEAX_Z' real
@ATTRIBUTE 'MOL_WT' real
@ATTRIBUTE 'S8_1DX' real
@ATTRIBUTE 'S8_1DY' real
@ATTRIBUTE 'S8_1DZ' real
@ATTRIBUTE 'S8_1CX' real
@ATTRIBUTE 'S8_1CY' real
@ATTRIBUTE 'S8_1CZ' real
@ATTRIBUTE 'LOGP' real
@ATTRIBUTE 'M_PNT' real
@ATTRIBUTE 'SUM_F' real
@ATTRIBUTE 'SUM_R' real
@ATTRIBUTE 'Activity' real

@DATA
0.0016260162601626482,0.9960979070592407,0.008035062089116144,0.9430004559963521,0.017993079584775088,0.9834862385321104,0.0,0.8797468354430379,0.011750881316098725,0.0,0.6174975170839448,0.4445414227425935,0.46838253197553675,0.22179062175772454,0.9993525380705635,0.9868018167869484,0.3027824491667941,1.0,0.8354089219330855,0.8725277096918406,0.9983489568409131,0.9581908923054422,0.9441626059675589,0.9746970193252539,0.9698326757480632,0.7071200991238161,0.06503523472285523,0.31067741876407856,0.18356049654666026,0.032804832012080024,0.973708534456198,0.005336277486429269,0.004739575455049675,0.0045072317524386405,0.18114488529377967,0.2091372278840456,0.0,0.0778835577722748,0.10371115706926416,0.2619203262030355,0.18677304220029398,0.07509643201542916,0.0,0.11277920494622723,0.1449006841094576,0.22848776092506376,0.045610422947597824,0.16229080135723561,0.29004307447152844,0.0,0.0,0.056818181818181795,0.061224489795918366,0.0
0.7455284552845529,0.6656615821213195,0.7341124908692475,0.8018695850433196,0.766089965397924,0.12660550458715533,0.5325779036827197,0.9670886075949369,0.20799059929494715,0.3134093590247739,0.9331169119935963,0.5388965761930105,0.5004941348343575,0.2928233418528735,0.9970022710667678,0.9819611251043837,0.844519186668705,0.9940193491644679,0.8973513011152415,0.983828947571259,0.9967388486361838,0.8734209612255718,0.8845871437153727,0.9931624631509991,0.754831091783544,0.545070360208868,0.058514181537706426,0.19269532943050915,0.027913540304261037,0.2802944507361268,0.7995275752285098,0.10201030453583587,0.05778248373922253,0.2458795829128826,0.4851702624527476,0.39964163533334846,0.4154642382942864,0.21500740743904215,0.22074525311333487,0.3140221999288049,0.49670375813562884,0.5495419479267117,0.4536447702158323,0.3333391387643139,0.2103486557849256,0.5945837713370375,0.08703281570661726,0.1492887425484753,0.20501456564499662,0.10425303239674495,0.5979381443298969,0.5340909090909091,0.8571428571428572,0.0
0.0,0.9976942178077332,0.0,0.9443684450524397,0.0076124567474048456,0.9926605504587159,0.00566572237960356,0.8645569620253166,0.0,0.003932363350373579,0.6099375935725827,0.46368635799183955,0.4814878471476246,0.1876913733329959,0.9989802969612849,0.9855763681912921,0.2355144473322122,0.9999323455787835,0.8197490706319702,0.8614438329556491,0.9979532522821236,0.9547357452331767,0.9392897670382484,0.9726498526039962,0.8275206635371369,0.5950084078237011,0.050695929600673165,0.2625676838834525,0.1529623000848994,0.02374480936202339,0.8258190407723116,0.0,0.0,0.0,0.9533902861074459,0.9453455629228753,0.07200919812252778,0.8091054275665552,0.8197943188452029,0.89195171677292,0.7341591433970186,0.30077748312439734,0.5725060779804553,0.4541559629032961,0.8226191190590495,0.6334284427091155,0.11050650765744384,0.0,0.057864203371262087,0.6483955166589899,0.04639175257731959,0.09090909090909091,0.0,0.0352112676056338
0.6422764227642276,0.6787868038311458,0.7092768444119794,0.10442316461468298,0.7667820069204152,0.13394495412843996,0.4079320113314449,0.9746835443037974,0.20446533490011728,0.30436492331891457,0.4729695676020219,0.47167642362959017,1.0,0.4093048561378647,0.9862151989212927,0.9844323898623831,0.7400244610915762,0.9647881289042239,0.7803206319702601,0.9628944488122216,0.9839671428766356,0.9614815085647429,0.9633202055937521,0.9801424828037997,0.05211243268150792,0.04122046198778653,0.042667321109280204,0.0786567610629193,0.007709781785640535,0.047112117780294456,0.06326383896477358,0.1057364982979115,0.057681641708264036,0.17793474604776324,0.6679030739985284,0.5541871629094101,0.8302432267177948,0.3612378392393177,0.3418831167848879,0.38163166240574736,0.5110644551753096,0.8499578109932499,0.779943775563004,0.5369965602821439,0.21596705472875669,0.2704109726185113,0.15597654970486588,0.28571889728194205,0.1472001593506461,0.41808690311684327,0.5309278350515464,0.3636363636363636,0.5510204081632654,0.04225352112676056
0.003252032520325071,0.9969847463639588,0.002191380569758947,0.944140446876425,0.012456747404844292,0.9963302752293577,0.004249291784702867,0.8658227848101266,0.003525264394829226,0.003932363350373579,0.7950223091860483,0.5070782331027142,0.4695856428765809,0.21980413492927095,0.9993307580056588,0.9867339248979925,0.2975080262956735,0.9999684279367655,0.8348745353159851,0.8714023647659128,0.9983898917952706,0.9582822983126451,0.943862225485615,0.9746560759908287,0.9897906286899173,0.7244446411186831,0.06563124496020756,0.316861299164291,0.18713430164521236,0.03352208380520951,0.9895244941973912,0.004370227251817073,0.004840417486008167,0.0034981500168180172,0.8675850650186413,0.8741783491584283,0.06325524033849624,0.7293184797416669,0.7571568174762151,0.8605870360182518,0.0,0.09787849566055924,0.5088946442573119,1.0,0.43824261881901105,0.6582569955448767,0.24487442594239034,0.1656803035846228,0.042028732913378,0.6497773683402425,0.0979381443298969,0.056818181818181795,0.061224489795918366,0.05281690140845072
0.0024390243902438595,0.9969847463639588,0.004382761139517894,0.9439124487004104,0.01314878892733564,1.0,0.004249291784702867,0.8708860759493673,0.007050528789659104,0.001572945340149475,0.6162968233497873,0.44598900124179525,0.4704163623082542,0.21900700964142014,0.9993208579761568,0.9868153951647396,0.2991132854303624,0.9999503867577746,0.8356180297397768,0.8715411059211643,0.9983898917952706,0.9585016727299318,0.9440958547493492,0.9747789059941042,1.0,0.733339233560492,0.06608701749465347,0.32027372674940324,0.18952639911888206,0.03401283503208761,1.0,0.004623240408501244,0.004991680532445934,0.0036999663639421866,0.3527547978095305,0.37700246012294103,0.01623916933368252,0.18433777838837018,0.21442749959670612,0.40968253454580755,0.4127650640352719,0.0,0.12722377443833394,0.20519876344320115,0.308111797887662,0.3761575812184011,0.0628873008763779,0.12304431101642027,0.2006573214152329,0.1624443420850607,0.08247422680412371,0.056818181818181795,0.061224489795918366,0.20774647887323947
0.054471544715447025,1.0,0.02921840759678597,0.9498404012767898,0.0,0.820183486238532,0.004249291784702867,0.9708860759493668,0.16568742655699187,0.3039716869838773,0.28360089533211785,0.5282880965052332,0.5286956272647847,0.11202773489890427,0.8675455252856654,0.8869056913770512,0.37433114202721307,0.7641657082290328,0.1968866171003716,0.8875580015107372,0.86962217037128,0.950494506498967,0.9452640010680194,0.9414919751064527,0.0,0.0064828745906717385,0.0,0.0,0.0010268236157958757,0.0,0.0,0.04894654522035143,0.013361569102001699,0.11765893037336028,0.5921614282226085,0.4859387390750994,0.3656655458547988,0.3519195248715722,0.3677972059144171,0.430342060127504,0.5929456225068235,0.35450819672131156,0.6935015380317637,0.5396873775416902,0.16363118098895824,0.453146118035741,0.15579271757368324,0.2982295679371023,0.12623558997086867,0.453400890526639,0.6237113402061856,0.056818181818181795,0.061224489795918366,0.2183098591549296
0.9024390243902438,0.6347995743171336,0.7772096420745068,0.836297309621523,0.5730103806228374,0.16880733944954113,0.9206798866855521,0.860759493670886,0.14101057579318405,0.011797090051120736,0.3028712885963742,5.889657619301185E-4,0.46799581775734406,0.9992408330591896,0.985082635546254,0.9994059459716348,0.9554349487845895,0.9830322711589202,0.9952602230483271,0.9894865035687308,0.9813200158281823,0.9972212573810351,0.9968293171350376,0.999222076645922,0.02826656682890304,0.22318346756350121,0.12176138554850469,0.10504050350094314,0.11301943507491798,0.13439033597583996,0.04724247714901924,0.1556030913607508,0.13709474108808553,0.11839892364614871,1.0,1.0,0.07699853915497966,1.0,1.0,1.0,1.0,0.41281943105110885,0.6450631742635563,0.5146253319980842,1.0,0.7743905491315013,1.0,1.0,0.43176555536190026,1.0,0.08762886597938144,0.5340909090909091,0.8571428571428572,0.3380281690140845
0.7626016260162601,0.6731110322809507,0.8049671292914534,0.0,1.0,0.07706422018348595,0.5014164305949009,0.9860759493670888,0.1868390129259692,0.31458906802988607,0.0,0.7461415646620543,0.08616565691287471,0.4247032922539667,0.9929927591184221,0.988193600510547,0.8718850328695917,0.9663712423606883,0.853438661710037,0.983088994743252,0.9919221690067814,0.9425604650737646,0.9493358253788131,0.9919751064526695,0.04960688880569076,0.053256925391627574,0.09115450688917716,0.01824031059805998,0.008145751588995205,0.05911664779161951,0.06942590120160218,0.13998527923452014,0.0858165683456865,0.1983854692230071,0.7277548640172626,0.5895733784936059,0.9291734110556977,0.3822011607271083,0.35538537828561767,0.3792498624639979,0.476674364896074,0.9107401157184186,0.8525004183500816,0.5329124395872338,0.2145193230916947,0.28845672523401916,0.1549002961368513,0.28383942726379296,0.07773323705898465,0.40887455857515737,0.6855670103092784,0.38636363636363635,0.9795918367346939,0.35211267605633806
0.7398373983739835,0.6683221000354735,0.7384952520087654,0.8059735522115823,0.7584775086505191,0.11743119266054983,0.5651558073654391,0.9734177215189874,0.2479435957696823,0.3047581596539521,0.6389469471250057,0.63859499733901,0.5828212950629486,0.03611104081787587,0.6433732172521873,0.6667662414371356,0.8809815012994956,0.6245450240173195,0.6402184014869888,0.7306725862892908,0.6476319128904171,0.8175170472203432,0.819938588879247,0.8089993449066492,0.027748178440802927,0.019006106735109295,0.07814745994460615,0.04793270375367034,0.011673665129299465,0.07421668554171382,0.05792338502618876,0.1392032385684055,0.0809761508596783,0.19105280861083085,0.46928040669556154,0.3681795281506386,0.4341893493699928,0.22068389502414731,0.2185401794083174,0.31799618135335433,0.18983833718244805,0.6379580520732884,0.44450183688564326,0.5385814429398703,0.13341634661545854,0.09638584372027822,0.15535486286123013,0.2713717979067582,0.7432960685207778,0.28880700138185167,0.7731958762886598,0.5340909090909091,0.061224489795918366,0.38732394366197187
